DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
201808626,03/24/2020 12:00:00 AM,03/23/2020 12:00:00 AM,700,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,9100    MENLO                        AV
202018850,12/27/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1830,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,H,,Invest Cont,7TH                          ST
200804431,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1800,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,C,,Invest Cont,1200    AMHERST                      AV
200617510,11/02/2020 12:00:00 AM,10/31/2020 12:00:00 AM,1500,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,OTHER CUTTING INSTRUMENT,Invest Cont,2700    CAHUENGA                     BL
201108271,04/13/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1800,Northeast,BURGLARY FROM VEHICLE,35,M,H,,Invest Cont,2300    ALLESANDRO                   ST
210305500,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,500,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,F,W,,Invest Cont,3300 W  25TH                         ST
201000646,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1315,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,B,,Invest Cont,19000    VENTURA                      BL
200517611,12/09/2020 12:00:00 AM,12/04/2020 12:00:00 AM,2000,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,900 S  MEYLER                       ST
200709518,05/21/2020 12:00:00 AM,05/19/2020 12:00:00 AM,2300,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,H,,Invest Cont,W  12TH                         ST
200800813,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,645,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,F,W,,Invest Cont,3200    EDITH                        ST
200716465,11/28/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1930,Wilshire,BURGLARY FROM VEHICLE,26,F,O,,Invest Cont,W  6TH                          ST
201105550,02/05/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2000,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,M,W,,Invest Cont,3300    ROWENA                       AV
200811145,06/26/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2000,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59,F,O,,Invest Cont,1600    CAPRI                        DR
201517332,11/09/2020 12:00:00 AM,11/09/2020 12:00:00 AM,5,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,W,,Invest Cont,4400    TUJUNGA                      AV
200708063,04/07/2020 12:00:00 AM,04/05/2020 12:00:00 AM,1800,Wilshire,BURGLARY FROM VEHICLE,62,F,O,,Invest Cont,8TH                          ST
201414182,07/22/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1200,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,F,W,,Invest Cont,2300    ZENO                         PL
200122723,12/24/2020 12:00:00 AM,12/23/2020 12:00:00 AM,2200,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48,M,H,,Invest Cont,200 E  3RD                          ST
201509857,05/09/2020 12:00:00 AM,05/07/2020 12:00:00 AM,2030,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43,F,O,,Invest Cont,TUJUNGA
200808878,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,500,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41,F,H,,Invest Cont,2600 S  CORNING                      ST
201104650,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1900,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,M,W,,Invest Cont,2000    HOOVER                       ST
202116893,12/11/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1400,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),19,M,A,,Invest Cont,FALLBROOK
200100659,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,O,,Adult Arrest,1200 S  FIGUEROA                     ST
200610343,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1850,Hollywood,VIOLATION OF COURT ORDER,43,M,B,VERBAL THREAT,Adult Arrest,1800    TAMARIND                     AV
202011508,06/28/2020 12:00:00 AM,06/28/2020 12:00:00 AM,1450,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,1900    VENICE                       BL
200416075,12/19/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1405,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,H,,Invest Cont,3400    CHADWICK                     DR
200715385,10/27/2020 12:00:00 AM,10/26/2020 12:00:00 AM,2030,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,M,W,,Invest Cont,6600    MARYLAND                     DR
200218010,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1538,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,F,H,,Invest Cont,1500 W  6TH                          ST
201000547,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1200,West Valley,"RAPE, FORCIBLE",18,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,16800    ENCINO HILLS                 DR
200808731,04/26/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1500,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22,F,W,,Invest Cont,2000 S  GARTH                        AV
221904880,01/25/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1,Mission,BATTERY WITH SEXUAL CONTACT,40,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14800    POLK                         ST
201225420,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1115,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,6900 S  VERMONT                      AV
200511399,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,900,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Adult Other,1200 E  PACIFIC COAST                HY
201105146,01/27/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2200,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,M,W,,Invest Cont,5900    BENNER                       ST
201904759,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,900,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,F,H,,Invest Cont,DE FOE
200814562,09/26/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1,West LA,BURGLARY,22,M,H,,Invest Cont,10700    ASHBY                        AV
200705829,02/08/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1300,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),84,F,B,,Invest Cont,300 N  ORANGE                       DR
202010606,06/06/2020 12:00:00 AM,06/04/2020 12:00:00 AM,2100,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49,F,W,,Invest Cont,300 N  BRONSON                      AV
201004206,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,115,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,H,,Invest Cont,18700    VALERIO                      ST
200615837,09/24/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1330,Hollywood,"BUNCO, GRAND THEFT",32,F,O,,Invest Cont,1600 N  FORMOSA                      AV
200904249,01/07/2020 12:00:00 AM,01/05/2020 12:00:00 AM,200,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,O,,Invest Cont,13300    MOORPARK                     ST
200714683,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1600,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),90,F,W,,Invest Cont,5300 W  OLYMPIC                      BL
201706519,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1200,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,F,H,,Adult Arrest,ZELZAH
200507420,03/19/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1830,Harbor,BURGLARY,50,M,O,,Invest Cont,1400 W  190TH                        ST
200815625,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,800,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,M,A,,Adult Other,10700    OHIO                         AV
201917389,11/26/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1900,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,H,,Invest Cont,FOOTHILL
202113745,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,200,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,W,,Invest Cont,7200    MASON                        AV
200208150,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,2215,Rampart,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,700 S  WESTLAKE                     AV
211204037,01/01/2021 12:00:00 AM,12/31/2020 12:00:00 AM,2200,77th Street,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,F,B,UNKNOWN FIREARM,Invest Cont,AVALON                       BL
200416314,12/18/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1200,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,F,W,,Invest Cont,1100 S  LORENA                       ST
200107894,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,800,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,H,,Invest Cont,600 S  GRAND                        AV
202010988,06/15/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1614,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,W,,Invest Cont,100 N  VERMONT                      AV
220804427,01/11/2021 12:00:00 AM,08/01/2020 12:00:00 AM,800,West LA,THEFT OF IDENTITY,28,F,A,,Invest Cont,1800    MALCOLM                      AV
200607425,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,300,Hollywood,BURGLARY FROM VEHICLE,25,M,W,,Invest Cont,WILCOX                       AV
200811768,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,2215,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,M,W,,Invest Cont,1400 S  SHERBOURNE                   DR
201109139,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,850,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,2000 N  FIGUEROA                     ST
200817952,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1300,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,43,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2400 S  ROBERTSON                    BL
200713419,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,1130,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,2200 S  BURNSIDE                     AV
201113009,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,2000,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),19,F,W,,Invest Cont,3200    LOS FELIZ                    BL
200917953,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,2145,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,14300    VOSE                         ST
210804123,01/04/2021 12:00:00 AM,12/29/2020 12:00:00 AM,1715,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,F,O,,Invest Cont,1100 S  LA PEER                      DR
201912136,07/12/2020 12:00:00 AM,06/28/2020 12:00:00 AM,2200,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56,M,H,,Invest Cont,9600 N  SEPULVEDA                    BL
200812063,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,910,West LA,BURGLARY,77,M,W,,Invest Cont,2900    QUEENSBURY                   DR
200715384,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,300,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47,M,W,,Invest Cont,6300    LINDENHURST                  AV
201116265,12/03/2020 12:00:00 AM,12/02/2020 12:00:00 AM,1225,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Adult Other,ARMADALE                     AV
201104538,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,800,Northeast,"BURGLARY, ATTEMPTED",33,F,W,,Invest Cont,2300    BEN LOMOND                   DR
200109501,03/21/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1500,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41,M,W,,Invest Cont,MAIN                         ST
220704125,01/03/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1200,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,F,H,,Invest Cont,4800    MASCOT                       ST
200706537,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,340,Wilshire,BURGLARY,23,M,H,,Invest Cont,5400 W  PICO                         BL
200308538,03/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1500,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,F,K,,Invest Cont,W  MARTIN LUTHER KING           BL
200504308,01/07/2020 12:00:00 AM,01/01/2020 12:00:00 AM,800,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46,F,H,,Invest Cont,1600 W  256TH                        ST
201707256,03/11/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1700,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53,F,H,,Invest Cont,10400    LINDLEY                      AV
201113917,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,440,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,F,H,,Invest Cont,2000    LAKE SHORE                   AV
200817157,12/03/2020 12:00:00 AM,12/02/2020 12:00:00 AM,1700,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,M,W,,Invest Cont,9300    HARGIS                       ST
200618654,11/30/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1440,Hollywood,BURGLARY,43,M,O,,Invest Cont,1600 N  VISTA                        ST
200612588,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,900,Hollywood,VIOLATION OF TEMPORARY RESTRAINING ORDER,67,F,O,,Adult Other,1400 N  VISTA                        ST
200605641,02/04/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1320,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47,F,W,,Invest Cont,CHEREMOYA
201110342,06/12/2020 12:00:00 AM,06/11/2020 12:00:00 AM,2100,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),69,M,W,,Invest Cont,3100    SILVERADO                    DR
200120246,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,326,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,H,,Invest Cont,900 S  FLOWER                       ST
200619886,12/31/2020 12:00:00 AM,12/20/2020 12:00:00 AM,900,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,W,,Invest Cont,7100    HAWTHORN                     AV
200911504,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1600,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,A,,Invest Cont,4600    WILLIS                       AV
202104780,01/17/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2230,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,M,W,,Invest Cont,6300    VARIEL                       AV
200816444,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1002,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,F,W,,Invest Cont,15200    DE PAUW                      ST
210505158,01/28/2021 12:00:00 AM,12/27/2020 12:00:00 AM,1800,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,900 W  190TH                        ST
200407002,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,830,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,M,W,,Invest Cont,4300    MULTNOMAH                    ST
200108730,03/08/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1400,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),21,M,W,,Invest Cont,300 S  CENTRAL                      AV
201113779,09/19/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1300,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",62,F,W,,Invest Cont,3100    ROWENA                       AV
200816769,11/23/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1700,West LA,VEHICLE - STOLEN,0,,,,Invest Cont,2000    CHARITON                     ST
200908835,04/24/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1500,Van Nuys,THEFT OF IDENTITY,23,F,O,,Invest Cont,VICTORY                      BL
200812217,07/23/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1200,West LA,THEFT OF IDENTITY,64,F,W,,Invest Cont,10400    WINDTREE                     DR
201513267,07/29/2020 12:00:00 AM,07/25/2020 12:00:00 AM,2200,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,H,,Invest Cont,ARCHWOOD
200817402,12/10/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1400,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,F,W,,Invest Cont,2700    OAKHURST                     AV
200908932,04/26/2020 12:00:00 AM,04/25/2020 12:00:00 AM,600,Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,F,O,,Invest Cont,DICKENS                      ST
200504851,01/20/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2300,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,W,,Invest Cont,PRESIDENT                    AV
200121814,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,845,Central,TRESPASSING,0,X,X,,Invest Cont,800 N  VIGNES                       ST
200610316,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1140,Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),25,X,F,,Invest Cont,WESTERN
201513642,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1700,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,H,,Invest Cont,10900    BLUFFSIDE                    DR
200814749,10/01/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1400,West LA,THEFT PLAIN - PETTY ($950 & UNDER),40,M,W,,Invest Cont,1900    CORINTH                      AV
201420276,11/15/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1830,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,F,B,,Invest Cont,7400    LA TIJERA                    BL
200205467,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1755,Rampart,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",34,M,H,,Invest Cont,1200 S  ALVARADO                     ST
200208098,03/23/2020 12:00:00 AM,03/21/2020 12:00:00 AM,845,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,A,PIPE/METAL PIPE,Adult Other,VERMONT                      AV
201009004,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,954,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,F,W,,Invest Cont,7900    GENESTA                      AV
201222742,10/17/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),78,F,B,,Invest Cont,7900 S  WESTERN                      AV
201516997,10/30/2020 12:00:00 AM,10/26/2020 12:00:00 AM,1100,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,F,H,,Invest Cont,6100    ST CLAIR                     AV
210505184,12/28/2020 12:00:00 AM,12/27/2020 12:00:00 AM,2100,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,I,,Invest Cont,800 S  LELAND                       ST
200711501,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,1940,Wilshire,VIOLATION OF COURT ORDER,48,M,B,,Invest Cont,5700    SAN VICENTE                  BL
200817695,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1800,West LA,VEHICLE - STOLEN,0,,,,Invest Cont,11600    GOSHEN                       AV
200714999,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1112,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,H,SCISSORS,Adult Arrest,400 S  FAIRFAX                      AV
211111097,07/23/2021 12:00:00 AM,12/01/2020 12:00:00 AM,1100,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,F,W,,Invest Cont,3600    MONON                        ST
200513060,08/16/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2200,Harbor,BURGLARY FROM VEHICLE,20,M,H,,Invest Cont,1300    253RD                        ST
202009360,05/05/2020 12:00:00 AM,04/30/2020 12:00:00 AM,2230,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41,M,H,,Invest Cont,S  NORMANDIE                    AV
201005310,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1100,West Valley,SHOPLIFTING - PETTY THEFT ($950 & UNDER),53,F,W,,Invest Cont,18700    VENTURA                      BL
200809874,05/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1200,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",66,M,W,,Invest Cont,1400    AVENIDA DE CORTEZ
202008749,04/15/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1800,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),51,F,H,,Invest Cont,1100 S  WESTMORELAND                 AV
200513038,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,2130,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8TH
201414914,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1115,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,W,,Invest Cont,900    MARCO                        CT
200506371,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,715,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,M,A,,Invest Cont,1300 W  PACIFIC COAST                HY
201712639,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,100,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,M,O,,Invest Cont,16600    JERSEY                       ST
200511278,07/01/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1200,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,1500    LE GRANDE                    TR
200515087,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,830,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,H,,Invest Cont,200 E  D                            ST
200706232,02/12/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2320,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59,F,W,,Invest Cont,FULLER                       AV
200309117,03/27/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1300,Southwest,VEHICLE - ATTEMPT STOLEN,33,F,H,,Invest Cont,3700    FLOWER                       ST
200907378,03/13/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1500,Van Nuys,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53,M,H,,Invest Cont,7500    WOODMAN                      AV
200705333,01/29/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1600,Wilshire,THEFT OF IDENTITY,72,F,W,,Invest Cont,700 N  SWEETZER                     AV
201111465,07/15/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2200,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),71,M,W,,Invest Cont,3900    LEGION                       LN
200306999,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,350,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),72,F,B,,Invest Cont,2400    7TH                          AV
201013475,09/27/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1500,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,,,,Adult Arrest,4200 N  SEPULVEDA                    BL
201106522,02/26/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1930,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,H,,Invest Cont,4500    HOLLYWOOD                    BL
200614251,08/21/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2300,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,M,B,,Invest Cont,1700 N  LAS PALMAS                   AV
