DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
200405314,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1615,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,1200    STONE                        ST
200405318,02/03/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2000,Hollenbeck,BURGLARY FROM VEHICLE,0,X,X,,Invest Cont,3100 N  MAIN                         ST
200405319,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1300,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),43,M,H,,Invest Cont,LORENA
200405320,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1750,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Invest Cont,100 E  AVENUE 26
200405321,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,530,Hollenbeck,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,F,H,,Invest Cont,2800    GUIRADO                      ST
200405322,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1830,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,46,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2300    BULLARD                      AV
200208171,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1915,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,H,VEHICLE,Invest Cont,GLENDALE                     BL
200405330,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2100,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,3000    SIERRA                       ST
200405333,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2230,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,1100    CALZONA                      ST
200717447,12/24/2020 12:00:00 AM,12/18/2020 12:00:00 AM,315,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,O,,Invest Cont,200 S  MANSFIELD                    AV
202105260,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2200,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,M,W,,Invest Cont,22700    MACFARLANE                   DR
220605785,02/08/2022 12:00:00 AM,10/16/2020 12:00:00 AM,1820,Hollywood,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",41,M,W,,Invest Cont,1200 N  CAHUENGA                     BL
200405338,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,730,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,2200 N  EASTERN                      AV
201504525,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2200,N Hollywood,BRANDISH WEAPON,33,M,H,OTHER KNIFE,Adult Other,CHANDLER                     AV
200405343,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1200,Hollenbeck,BATTERY - SIMPLE ASSAULT,53,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3400    PERCY                        ST
210904012,12/30/2020 12:00:00 AM,11/27/2020 12:00:00 AM,800,Van Nuys,THEFT OF IDENTITY,74,M,W,,Adult Other,7000    MATILIJA                     AV
200405348,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1510,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,M,H,,Invest Cont,300 N  SAINT LOUIS                  ST
200405349,02/04/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1800,Hollenbeck,BIKE - STOLEN,29,M,B,,Invest Cont,500 S  PECAN                        ST
200405350,02/04/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2150,Hollenbeck,BURGLARY FROM VEHICLE,31,M,C,,Invest Cont,W  AVENUE 26
200405353,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,915,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,STATE                        ST
200405356,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1102,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2300 E  CESAR E CHAVEZ               AV
220705297,02/04/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1255,Wilshire,THEFT OF IDENTITY,44,F,H,,Invest Cont,300 S  DETROIT                      ST
200405360,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,520,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,3300    SIERRA                       ST
200405363,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,930,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,WORKMAN
200405364,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1330,Hollenbeck,BURGLARY FROM VEHICLE,52,M,H,,Invest Cont,1400 S  LORENA                       ST
200405366,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1610,Hollenbeck,BATTERY - SIMPLE ASSAULT,31,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Arrest,2800    GLENN                        AV
200306616,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1700,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22,M,W,,Invest Cont,1200 W  29TH                         ST
200405369,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,406,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Adult Arrest,200 N  MYERS                        ST
200405370,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,900,Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,3400 E  4TH                          ST
200405374,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1230,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,900    HOLLINS                      ST
200405376,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1415,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,900    SPENCE                       ST
200405377,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,2300,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,2400    WORKMAN                      ST
200405382,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1730,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,M,H,,Invest Cont,500 S  LORENA                       ST
200405383,02/05/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1000,Hollenbeck,"BUNCO, GRAND THEFT",26,F,H,,Invest Cont,200 N  SOTO                         ST
200405384,02/05/2020 12:00:00 AM,02/02/2020 12:00:00 AM,830,Hollenbeck,BURGLARY,52,M,H,,Invest Cont,4800    VALLEY                       BL
221209976,04/14/2022 12:00:00 AM,09/27/2020 12:00:00 AM,1104,77th Street,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",23,F,H,,Invest Cont,200 E  84TH                         PL
200405388,02/05/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1430,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,M,X,,Invest Cont,2900    SUNRISE                      ST
200405391,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1700,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),82,M,H,,Invest Cont,300 W  AVENUE 26
200405392,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,2330,Hollenbeck,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,X,,Invest Cont,2300    HUMBOLDT                     ST
200405395,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2300,Hollenbeck,VEHICLE - ATTEMPT STOLEN,45,M,H,,Invest Cont,100 S  BOYLE                        AV
200405396,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,2300,Hollenbeck,VEHICLE - ATTEMPT STOLEN,40,M,H,,Invest Cont,300 W  AVENUE 26
200405398,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,402,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),33,M,O,,Invest Cont,EDLOFT                       AV
201106908,03/05/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1730,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,W,,Invest Cont,RIVERSIDE
200511920,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,400,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,W,,Invest Cont,100 E  22ND                         ST
200405405,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1850,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),58,M,H,,Invest Cont,4400    BEAGLE                       ST
200909717,05/15/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1605,Van Nuys,INDECENT EXPOSURE,26,F,W,,Invest Cont,13100    VALLEYHEART                  DR
200106568,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1600,Central,PURSE SNATCHING,54,F,H,,Invest Cont,6TH
200405407,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1945,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),43,M,H,,Invest Cont,GRIFFIN                      AV
200405411,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1745,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,4800    KLAMATH                      ST
200405412,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1700,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,1100    CALADA                       ST
200405413,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1500,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,,Invest Cont,100 S  INDIANA                      ST
200405414,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1000,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,3300    SABINA                       ST
200405415,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,700,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,500 N  CUMMINGS                     ST
200618640,11/30/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1900,Hollywood,ROBBERY,20,M,B,HAND GUN,Invest Cont,6700    SANTA MONICA                 BL
200217651,11/17/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1125,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),63,F,W,,Invest Cont,S  ALVARADO
221206342,02/13/2022 12:00:00 AM,02/13/2020 12:00:00 AM,1100,77th Street,BRANDISH WEAPON,23,F,B,UNKNOWN FIREARM,Invest Cont,900 W  78TH                         ST
210909830,05/28/2021 12:00:00 AM,09/01/2020 12:00:00 AM,2020,Van Nuys,SEXUAL PENETRATION W/FOREIGN OBJECT,14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,15100    HAMLIN                       ST
200405423,02/04/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1400,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),37,F,H,,Invest Cont,RICHELIEU                    TR
200405424,02/06/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1400,Hollenbeck,BURGLARY,0,M,W,,Invest Cont,6700    MARMION                      WY
200405425,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1100,Hollenbeck,BATTERY - SIMPLE ASSAULT,69,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3500    GLEASON                      AV
200405426,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,420,Hollenbeck,BATTERY - SIMPLE ASSAULT,29,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3200 N  BROADWAY
220505308,02/02/2022 12:00:00 AM,12/01/2020 12:00:00 AM,305,Harbor,THEFT OF IDENTITY,49,F,B,,Invest Cont,1800 S  GAFFEY                       ST
200405429,02/06/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1200,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),21,M,C,,Invest Cont,2700    MANITOU                      AV
200405431,02/06/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1840,Hollenbeck,VIOLATION OF RESTRAINING ORDER,32,F,H,,Invest Cont,2700 E  6TH                          ST
200405439,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2000,Hollenbeck,BURGLARY FROM VEHICLE,64,M,H,,Invest Cont,200 S  AVENUE 22
200405440,02/06/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2030,Hollenbeck,BURGLARY FROM VEHICLE,30,M,H,,Invest Cont,600 S  AVENUE 21
200405441,02/06/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1700,Hollenbeck,THEFT OF IDENTITY,22,M,A,,Invest Cont,2000    EASTLAKE                     AV
211814345,07/28/2021 12:00:00 AM,12/20/2020 12:00:00 AM,2100,Southeast,EXTORTION,22,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10300 S  BROADWAY
200405443,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1330,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),0,M,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2700 E  1ST                          ST
200405449,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1400,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),56,M,H,,Invest Cont,5100    VALLEY                       BL
201815149,08/06/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1730,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,17200 S  FIGUEROA                     ST
202115078,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,1630,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46,M,H,,Invest Cont,6900    DE SOTO                      AV
201015681,12/02/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1800,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,W,,Invest Cont,5300    NEWCASTLE                    AV
200405458,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1815,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,62,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000    BRITTANIA                    ST
200405459,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2005,Hollenbeck,VIOLATION OF TEMPORARY RESTRAINING ORDER,20,F,H,,Invest Cont,2900    VAQUERO                      AV
200405460,02/07/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1000,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,4100    PORTOLA                      AV
200405463,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1415,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),15,M,H,,Invest Cont,400 S  MATHEWS                      ST
202009470,05/07/2020 12:00:00 AM,04/25/2020 12:00:00 AM,945,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43,F,H,,Invest Cont,S  SERRANO                      AV
200405469,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1500,Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,,Invest Cont,2700 E  1ST                          ST
200405470,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1145,Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,,Invest Cont,2700 E  1ST                          ST
200405472,02/07/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1615,Hollenbeck,THEFT OF IDENTITY,30,F,H,,Invest Cont,2200    LINCOLN PARK                 AV
200712307,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,800,Wilshire,"BUNCO, PETTY THEFT",36,F,B,,Invest Cont,4400 W  PICO                         BL
200405478,02/07/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1000,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,4800    NAVARRO                      ST
200405481,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1900,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,3200 E  CESAR E CHAVEZ               AV
200405482,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1700,Hollenbeck,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",34,F,W,,Invest Cont,500 S  SOTO                         ST
200405484,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,105,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),45,F,H,,Invest Cont,3700    SISKIYOU                     ST
200405487,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1920,Hollenbeck,LEWD/LASCIVIOUS ACTS WITH CHILD,14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1900    LANSDOWNE                    AV
200917083,11/11/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1935,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,F,B,,Invest Cont,13400    MOORPARK                     ST
200918347,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1130,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,M,W,,Invest Cont,14100    MOORPARK                     ST
200405491,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,2100,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,1900    MICHIGAN                     AV
201116883,12/22/2020 12:00:00 AM,12/21/2020 12:00:00 AM,2233,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),71,M,W,,Invest Cont,2900    WAVERLY                      DR
200512410,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,1345,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),39,M,H,,Invest Cont,500 W  38TH                         ST
200405497,02/08/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1230,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,5100    WADENA                       ST
200405498,02/08/2020 12:00:00 AM,02/06/2020 12:00:00 AM,900,Hollenbeck,PEEPING TOM,29,F,W,,Invest Cont,600 S  MATHEWS                      ST
221404829,01/18/2022 12:00:00 AM,07/16/2020 12:00:00 AM,300,Pacific,BURGLARY,-1,X,X,,Invest Cont,8600 S  SEPULVEDA                    BL
201804522,01/10/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2200,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),54,M,H,,Invest Cont,700 W  139TH                        ST
200405503,02/08/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1800,Hollenbeck,BURGLARY,74,F,H,,Invest Cont,400 N  SAINT LOUIS                  ST
200405504,02/08/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1330,Hollenbeck,BURGLARY,40,M,H,,Invest Cont,1400    PLEASANT                     AV
200405505,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1700,Hollenbeck,BATTERY - SIMPLE ASSAULT,20,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2500    DALY                         ST
220204516,01/13/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1000,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,200    WITMER                       ST
200405507,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1645,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),66,M,H,,Invest Cont,500 S  SOTO                         ST
200405508,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2357,Hollenbeck,BURGLARY FROM VEHICLE,27,F,H,,Invest Cont,6TH                          ST
200405510,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1730,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,3900    VAN HORNE                    AV
201514065,08/16/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1200,N Hollywood,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0,M,O,,Invest Cont,5700 N  LANKERSHIM                   BL
200507602,03/24/2020 12:00:00 AM,03/22/2020 12:00:00 AM,2000,Harbor,BURGLARY FROM VEHICLE,61,M,H,,Invest Cont,BROAD                        AV
200405514,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,1,Hollenbeck,BURGLARY FROM VEHICLE,28,M,H,,Invest Cont,600 S  BREED                        ST
200909837,05/18/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1810,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),34,F,F,,Invest Cont,15100    MAGNOLIA                     BL
201008675,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1000,West Valley,BATTERY - SIMPLE ASSAULT,47,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,BALBOA                       BL
202114184,09/25/2020 12:00:00 AM,09/20/2020 12:00:00 AM,2100,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,F,B,,Invest Cont,22800    DEL VALLE                    ST
200500501,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,5,Harbor,DISCHARGE FIREARMS/SHOTS FIRED,0,X,X,ANTIQUE FIREARM,Invest Cont,1600    205TH                        ST
200113874,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1110,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,PIPE/METAL PIPE,Adult Arrest,17TH
200500510,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,400,Harbor,SHOTS FIRED AT INHABITED DWELLING,23,F,H,UNKNOWN FIREARM,Invest Cont,800 W  ANAHEIM                      ST
202105575,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1900,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,B,,Invest Cont,20300    VOSE                         ST
200215094,09/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1810,Rampart,BURGLARY FROM VEHICLE,27,M,K,,Invest Cont,LUCAS                        AV
200118531,09/26/2020 12:00:00 AM,09/25/2020 12:00:00 AM,2100,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,M,W,,Invest Cont,7TH                          ST
200500515,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,100,Harbor,BURGLARY FROM VEHICLE,46,M,O,,Invest Cont,25400    PINE CREEK                   LN
200112383,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2000,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,F,K,,Invest Cont,1200 S  FLOWER                       ST
201904163,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,15,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,F,B,,Invest Cont,8600    WILLIS                       AV
200500521,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2100,Harbor,DISCHARGE FIREARMS/SHOTS FIRED,0,X,X,UNKNOWN FIREARM,Invest Cont,2000 S  ALMA                         ST
200500522,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2225,Harbor,SHOTS FIRED AT INHABITED DWELLING,38,M,W,UNKNOWN FIREARM,Invest Cont,2000 S  ALMA                         ST
200710535,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1100,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67,F,H,,Invest Cont,100 N  MANSFIELD                    AV
200407799,04/13/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1000,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,2300 E  7TH                          ST
200114916,07/16/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1700,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35,M,O,,Invest Cont,900 S  HILL                         ST
200112187,05/26/2020 12:00:00 AM,05/24/2020 12:00:00 AM,1100,Central,BURGLARY FROM VEHICLE,39,F,W,,Invest Cont,300 S  MAIN                         ST
200813043,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1330,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,A,,Invest Cont,1500 S  SEPULVEDA                    BL
200915479,10/04/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1700,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20,F,H,,Invest Cont,6900 N  SEPULVEDA                    BL
200813679,09/03/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2200,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48,F,H,,Adult Other,2100 S  BENTLEY                      AV
200910314,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2215,Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,H,,Adult Other,14900    VANOWEN                      ST
200611156,06/04/2020 12:00:00 AM,06/02/2020 12:00:00 AM,1,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),54,M,V,,Invest Cont,HIGHLAND
200514132,09/14/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1000,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),49,F,H,,Invest Cont,1100 S  PATTON                       AV
200504003,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,700,Harbor,ROBBERY,33,M,H,REVOLVER,Adult Arrest,900    ISLAND                       AV
200504006,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1945,Harbor,ROBBERY,31,M,H,HAND GUN,Invest Cont,1000 W  253RD                        ST
200504009,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2100,Harbor,OTHER MISCELLANEOUS CRIME,0,X,X,,Adult Arrest,G
200504010,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2100,Harbor,"THEFT, PERSON",20,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,G
210407021,03/25/2021 12:00:00 AM,12/19/2020 12:00:00 AM,300,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),21,M,H,,Invest Cont,100 S  PECAN                        ST
200508408,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1200,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,1200    BLINN                        AV
200208316,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1040,Rampart,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,X,X,,Invest Cont,1200 W  6TH                          ST
